ID1	ID2	ID5	ID18	ID14	IDA	IDB
PD44721_59	0.569735714657721	0.286676235598494	0.143588049743785	0	0	0	0
PD44721_6	0.57580415144712	0.199031942569466	0.225163905983415	0	0	0	0
PD44721_61	0.579612589566504	0.244038233335516	0.176349177097979	0	0	0	0
PD44721_7	0.619846187011459	0.188211828243785	0.191941984744756	0	0	0	0
PD44721_30	0.625801309865509	0.193278706217594	0.180919983916897	0	0	0	0
PD44721_55	0.573439308071297	0.321767001528789	0.104793690399915	0	0	0	0
PD44721_11	0.400001002565978	0.131868680079675	0.468130317354346	0	0	0	0
PD44721_63	0.642392035621729	0.231329437554085	0.126278526824186	0	0	0	0
PD44721_58	0.497460630144529	0.306482577051116	0.091646853155082	0	0	0	0.104409939649273
PD44721_68	0.449826247273742	0.209421236247513	0.340752516478745	0	0	0	0
PD44721_8	0.344839647009595	0.130116178925138	0.525044174065267	0	0	0	0
PD44721_25	0.565937806321982	0.171811769607301	0.262250424070717	0	0	0	0
PD44721_32	0.603955611284072	0.151755195024493	0.244289193691434	0	0	0	0
PD44721_23	0.449245487270237	0.193786903216142	0.35696760951362	0	0	0	0
PD44721_57	0.533880567350428	0.338605046010477	0.127514386639095	0	0	0	0
PD44721_37	0.375550641155132	0.18269686386256	0.441752494982308	0	0	0	0
PD44721_48	0.54511273418491	0.281747334860508	0.173139930954582	0	0	0	0
PD44721_15	0.596361397175755	0.195431338032697	0.208207264791548	0	0	0	0
PD44721_72	0.321386278009424	0.196497668066323	0.482116053924253	0	0	0	0
PD44721_4	0.467543457194818	0.125859254305967	0.406597288499215	0	0	0	0
PD44721_22	0.578587005779911	0.0924859721575774	0.328927022062512	0	0	0	0
PD44721_20	0.461169912502862	0.538830087497138	0	0	0	0	0
PD44721_52	0.464962541532395	0.0527053012194006	0.482332157248204	0	0	0	0
PD44721_29	0.62438019735655	0.19717943873176	0.178440363911689	0	0	0	0
PD44721_13	0.384277974313849	0.128063469636159	0.487658556049992	0	0	0	0
PD44721_47	0.62092088321985	0.127421639317977	0.251657477462173	0	0	0	0
PD44721_33	0.510128696446168	0.272117308391903	0.217753995161929	0	0	0	0
PD44721_67	0.433990901644146	0.198012992516718	0.367996105839136	0	0	0	0
PD44721_51	0.491616619691526	0.108326987724187	0.400056392584287	0	0	0	0
PD44721_2	0.329767329320775	0.102527877984489	0.567704792694736	0	0	0	0
PD44721_1	0.379839663656019	0.108583255284358	0.511577081059623	0	0	0	0
PD44721_5	0.54976656672272	0.188585498613888	0.261647934663392	0	0	0	0
PD44721_69	0.480725427146585	0.360875849061832	0.158398723791583	0	0	0	0
PD44721_12	0.351984564442094	0	0.648015435557906	0	0	0	0
PD44721_28	0.379691921854909	0.170408336135609	0.449899742009482	0	0	0	0
PD40734_4	0.23424583527749	0.0551770517742259	0.710577112948284	0	0	0	0
PD40734_31	0.0818715007325231	0	0.193328602443836	0.0958157384094373	0	0.628984158414203	0
PD40734_106	0.249769836597254	0.0760379199534317	0.214587068898248	0	0	0.459605174551067	0
PD40734_108	0.549670598907904	0.300355895497795	0.149973505594301	0	0	0	0
PD40734_7	0.098689324330668	0.123228012992825	0.306069090891994	0	0	0.472013571784513	0
PD40734_47	0.15702967023206	0	0.146805384526866	0	0	0.696164945241074	0
PD40734_35	0.183567113428883	0	0.111602958454205	0	0	0.704829928116912	0
PD40734_30	0.0717596547821104	0	0.0736878359188223	0	0	0.854552509299067	0
PD40734_48	0.0729721712856567	0	0.112130108710908	0	0	0.814897720003435	0
PD40734_18	0.26397447987281	0.0560729513815609	0.679952568745629	0	0	0	0
PD40734_9	0.187465625513637	0.0915905814419319	0.212250357841706	0	0	0.508693435202726	0
PD40734_15	0.27255661907392	0.133421678240315	0.594021702685765	0	0	0	0
PD40734_46	0.0911282385474794	0.0672106935299643	0.0958944352537106	0	0	0.745766632668846	0
PD40734_84	0.128775745925056	0	0.164707975886821	0	0	0.706516278188123	0
PD40734_79	0.191046457001895	0.142299426223553	0	0	0	0.666654116774552	0
PD40734_107	0.0609039595760381	0	0	0	0	0.939096040423962	0
PD40734_32	0.0589657081995989	0.141982269620279	0.154215801901258	0	0	0.644836220278864	0
PD40734_53	0.4742704032087	0.19641353344481	0.329316063346489	0	0	0	0
PD40734_45	0.149277778277101	0	0.232848542620462	0	0	0.617873679102436	0
PD40734_19	0.55230053305259	0.127794859656966	0.319904607290444	0	0	0	0
PD40734_28	0.184287833096758	0	0.177513206830721	0	0	0.638198960072521	0
PD40734_17	0.134060656949972	0.0757661287221129	0.0649548956412402	0	0	0.725218318686675	0
PD40734_73	0.0887071929698514	0	0.137122715613934	0	0	0.774170091416215	0
PD40734_40	0.0998156325588508	0.0998146636803909	0.120504570569119	0	0	0.67986513319164	0
PD40734_16	0.244361985581551	0.0948838837580764	0.120926261293434	0	0	0.539827869366938	0
PD40734_37	0.082173310732523	0.0731187923748294	0.0558546849123862	0.0933684088277484	0	0.695484803152513	0
PD40734_36	0.098404992384298	0.101901231056832	0	0	0	0.79969377655887	0
PD40734_33	0.132633491320259	0.0673688051306071	0.0530280969533837	0	0	0.746969606595751	0
PD40734_34	0.146874850749644	0.0773920594091213	0.124611195782971	0	0	0.651121894058264	0
PD40734_29	0.170961058124858	0.0843573749833369	0.23293864096566	0	0	0.511742925926145	0
PD40734_44	0	0	0.0698215787137121	0	0	0.930178421286288	0
PD40734_38	0.274993241492121	0.131640954836438	0.189858378555162	0	0	0.403507425116279	0
PD40734_43	0.0971444851476024	0.0503918338278752	0.226351507871906	0	0	0.626112173152617	0
PD40734_22	0.0624857729911341	0	0.0710746783117782	0	0	0.866439548697088	0
PD40734_100	0.231400404909679	0.18238554332523	0	0	0	0.586214051765091	0
PD40734_77	0.149803578975798	0.0727112984655719	0.111527473049795	0	0	0.665957649508835	0
PD40734_13	0.220629092724341	0.05651264574336	0.0724481617911539	0	0	0.650410099741145	0
PD40734_49	0	0	0.336957275198492	0	0	0.663042724801508	0
PD40734_6	0.158472664892495	0	0.27950116594198	0	0	0.562026169165525	0
PD40734_20	0	0	0.237074472001161	0	0	0.762925527998839	0
PD40734_61	0.110265606536284	0.0757062651464199	0.126831360669481	0	0	0.687196767647815	0
PD40734_24	0.124124343196934	0.097812843594261	0.394014602191581	0	0	0.384048211017224	0
PD40734_25	0.177190057357262	0	0.294251680516356	0	0	0.528558262126382	0
PD40734_109	0.468714529124905	0.307106005213313	0.224179465661782	0	0	0	0
PD40734_52	0.445397121464686	0.200542502468369	0.354060376066945	0	0	0	0
PD40734_3	0.148522625109377	0	0.851477374890623	0	0	0	0
PD40734_21	0.145019574200285	0.0738754145501134	0.157342213480234	0	0	0.623762797769368	0
PD40734_105	0.144646241219538	0	0.0907525918815229	0	0	0.764601166898939	0
PD40734_39	0.118778387257835	0.0995027161602111	0.359427439582928	0	0	0.422291456999026	0
PD40734_8	0.0662515699882289	0	0.346820767038015	0	0	0.586927662973756	0
PD40734_60	0.205913074839576	0.214032950008886	0.202931894827185	0	0	0.377122080324353	0
PD40734_12	0.136841479342643	0.0633230830293124	0.251595951772347	0	0	0.548239485855698	0
PD40734_23	0.0726300232795845	0	0.0890625476547395	0	0	0.838307429065676	0
PD40734_41	0.391956670165327	0.121337234370884	0.486706095463789	0	0	0	0
PD42778_4	0.123979599941032	0.131933737910647	0.497106319488279	0	0.246980342660042	0	0
PD42778_10	0.44977531203667	0.10936554025596	0.440859147707371	0	0	0	0
PD42778_173	0.377441555450363	0.336435520306251	0.131527760331542	0	0.154595163911844	0	0
PD42778_93	0.401421009699304	0.085273512310477	0.513305477990219	0	0	0	0
PD42778_134	0.36914731029955	0.23281466634042	0.39803802336003	0	0	0	0
PD42778_136	0.259586595410669	0.121771720296153	0.618641684293178	0	0	0	0
PD42778_195	0.515483616186421	0.104893294975911	0.379623088837668	0	0	0	0
PD42778_29	0.323005789947158	0.143547884498699	0.533446325554143	0	0	0	0
PD42778_60	0.241924233792843	0.230715635827672	0.2985887670738	0.0622746408616015	0.166496722444083	0	0
PD42778_61	0.397936981909808	0.109586794181313	0.492476223908879	0	0	0	0
PD42778_210	0.339353074867778	0.328820645413331	0.126529454456992	0	0.205296825261899	0	0
PD42778_26	0.326141012352444	0.10147781709941	0.572381170548146	0	0	0	0
PD42778_95	0.405831336715536	0.332674323193209	0.261494340091255	0	0	0	0
PD42778_75	0.146088670173719	0.120932553662941	0.338674258793596	0	0	0	0.394304517369744
PD42778_101	0.223475842612258	0.101506055417728	0.675018101970013	0	0	0	0
PD42778_87	0.291531178585003	0.0726673234887809	0.635801497926217	0	0	0	0
PD42778_212	0.280416452707323	0.376754199029095	0.120265248075805	0	0.222564100187777	0	0
PD42778_3	0.304343932198285	0.0702791432151215	0.625376924586594	0	0	0	0
PD42778_51	0.352013625014738	0.0609687158209809	0.587017659164281	0	0	0	0
PD42778_96	0.222341790711679	0.416240367245408	0.15524767983458	0	0.206170162208333	0	0
PD42778_35	0.566189248263173	0.177581397712356	0.256229354024471	0	0	0	0
PD42778_30	0.421206255963379	0.20321013948566	0.375583604550961	0	0	0	0
PD42778_22	0.213016325083296	0.234057407322976	0.552926267593727	0	0	0	0
PD42778_31	0.411544466859206	0.277496680506764	0.179768534247181	0	0.13119031838685	0	0
PD42778_147	0.432361529116161	0.213679829663215	0.353958641220624	0	0	0	0
PD42778_185	0.618517466158576	0.145257393437997	0.236225140403427	0	0	0	0
PD42778_213	0.30302884064498	0.352503208606563	0.139844821343705	0	0.204623129404752	0	0
PD42778_98	0.420223564602795	0.352023889745741	0.227752545651465	0	0	0	0
PD42778_71	0.283906343150445	0.0676949316896411	0.546985736045408	0.101412989114506	0	0	0
PD42778_163	0.417758902908935	0	0.582241097091065	0	0	0	0
PD42778_41	0.312448237777664	0.0658270235678109	0.534333232917588	0.0873915057369371	0	0	0
PD42778_88	0.208359661777084	0.103632171683695	0.547899570885175	0.140108595654046	0	0	0
PD42778_59	0.346562763731328	0.297564288669907	0.355872947598765	0	0	0	0
PD42778_48	0.25061744620872	0.137000837810707	0.612381715980573	0	0	0	0
PD42778_76	0.262773827734079	0	0.65019083284468	0.0870353394212406	0	0	0
PD42778_23	0.184829295473452	0.082006163808148	0.7331645407184	0	0	0	0
PD42778_143	0.23237704924019	0.121570649456702	0.646052301303108	0	0	0	0
PD42778_16	0.408852629636473	0.10491887389924	0.486228496464288	0	0	0	0
PD42778_5	0.227631456165409	0.105816059265044	0.523848584287488	0.142703900282059	0	0	0
PD42778_179	0.457760825197224	0.154221878953839	0.388017295848937	0	0	0	0
PD42778_102	0.260911101458248	0.133321619996892	0.605767278544861	0	0	0	0
PD42778_21	0.230561413948349	0.202441654793059	0.566996931258592	0	0	0	0
PD42778_151	0.529126218595809	0.267239167691534	0.203634613712657	0	0	0	0
PD42778_204	0.361629355271699	0.172459180973999	0.465911463754301	0	0	0	0
PD42778_191	0.363962400765936	0.259386617236906	0.376650981997158	0	0	0	0
PD42778_175	0.345176043915722	0.28345673401433	0.188354769753986	0	0.183012452315963	0	0
PD42778_12	0.272016216327994	0.0699224489224424	0.658061334749564	0	0	0	0
PD42778_158	0.300983071634507	0.148374438340332	0.550642490025161	0	0	0	0
PD42778_104	0.252496361328361	0.126962148647378	0.620541490024262	0	0	0	0
PD42778_94	0.415610533401486	0.0720055113691741	0.51238395522934	0	0	0	0
PD42778_97	0.268350877384557	0.199539005187864	0.221553355721023	0	0.310556761706557	0	0
PD42778_100	0.18355613145986	0.0787527835507072	0.737691084989433	0	0	0	0
PD42778_170	0.392400569345673	0.153111635102786	0.454487795551541	0	0	0	0
PD42778_111	0.260772858203937	0.154749628788777	0.584477513007286	0	0	0	0
PD42778_106	0.276172403350537	0.101844637746664	0.621982958902799	0	0	0	0
PD42778_74	0.247820743311808	0.0533361812336208	0.698843075454571	0	0	0	0
PD42778_8	0.356861212792086	0.0760542646034594	0.567084522604455	0	0	0	0
PD42778_9	0.412150091949563	0.11683298854525	0.471016919505188	0	0	0	0
PD42778_39	0.297890039091759	0.0744682456361906	0.62764171527205	0	0	0	0
PD42778_103	0.299292922633111	0	0.700707077366889	0	0	0	0
PD42778_164	0.371374626619401	0.0683457740392143	0.560279599341384	0	0	0	0
PD42778_150	0.437263128153736	0.434442761799753	0.128294110046511	0	0	0	0
PD42778_70	0.326873572443559	0.155547508181354	0.517578919375087	0	0	0	0
PD42778_112	0.285416325188904	0.086457222915975	0.628126451895121	0	0	0	0
PD42778_2	0.235436882741807	0.10213792635222	0.238755772096141	0	0	0	0.423669418809832
PD42778_148	0.532535267087084	0.213161705802193	0.254303027110724	0	0	0	0
PD42778_107	0.201909266329009	0.100612086388722	0.551444700452278	0.146033946829992	0	0	0
PD42778_40	0.236304284534857	0.114685783530804	0.649009931934338	0	0	0	0
PD42778_85	0.315756699525029	0.102005367127627	0.582237933347344	0	0	0	0
PD42778_42	0.271028961634049	0	0.728971038365951	0	0	0	0
PD42778_227	0.418397355195122	0.190615400479847	0.390987244325031	0	0	0	0
PD42778_11	0.522067256000897	0.247175828209964	0.230756915789138	0	0	0	0
PD42778_92	0.280110860642812	0.126059206341091	0.593829933016096	0	0	0	0
PD42778_6	0.325534771642382	0.133567061060435	0.540898167297183	0	0	0	0
PD42778_86	0.203771266273554	0.160398324885867	0.635830408840579	0	0	0	0
PD42778_131	0.297122378632156	0.109653205051909	0.462140549229144	0	0	0.131083867086791	0
PD42778_50	0.314334931162753	0.0758851128766045	0.609779955960642	0	0	0	0
PD42778_15	0.183572457592095	0.145233984832027	0.671193557575877	0	0	0	0
PD42778_110	0.252080686388614	0.0821336312802819	0.665785682331104	0	0	0	0
PD42778_114	0.360897579044033	0.0864206841937811	0.552681736762185	0	0	0	0
PD42778_7	0.326858696530566	0.0801912815271647	0.59295002194227	0	0	0	0
PD42778_69	0.209368266770086	0.0652965839813044	0.548266109090391	0.177069040158218	0	0	0
PD42778_43	0.228782781477524	0.0642316604624176	0.706985558060058	0	0	0	0
PD42778_113	0.220323162656436	0.0884970534041787	0.691179783939385	0	0	0	0
PD42778_20	0.270944653532958	0.0570761278464626	0.497805772821976	0.174173445798603	0	0	0
PD42778_105	0.300113507883817	0.110779076178603	0.589107415937579	0	0	0	0
PD42778_49	0.268931638609389	0.0548355511068694	0.676232810283742	0	0	0	0
PD42778_62	0.191711498009468	0.107622664102806	0.700665837887726	0	0	0	0
PD42778_222	0.335380920623841	0.193034681419207	0.471584397956953	0	0	0	0
PD42778_73	0.227525925882448	0.118158702012181	0.654315372105371	0	0	0	0
PD42778_72	0.229196897283845	0.16065380953038	0.610149293185775	0	0	0	0
PD42778_108	0.276090532059543	0.109347211848471	0.515287338136115	0.0992749179558709	0	0	0
PD42778_99	0.373981627272277	0.112179967406722	0.203090076373625	0	0.310748328947376	0	0
PD42778_149	0.384392223575269	0.347778528296331	0.2678292481284	0	0	0	0
PD42778_200	0.40062026813158	0	0.59937973186842	0	0	0	0
PD44893_3	0.30430716972416	0.134111858753947	0.561580971521892	0	0	0	0
PD44893_2	0.343425584279375	0.134491763822312	0.522082651898313	0	0	0	0
PD44893_1	0.295509426401607	0.183194121804729	0.463971473585725	0.0573249782079386	0	0	0
PD44894_1	0.10034626103398	0.0615806124958899	0.260038426293384	0.578034700176746	0	0	0
PD44894_3	0.167708811317665	0.0935923777406542	0.343265807553391	0.39543300338829	0	0	0
PD44894_2	0.135779604336882	0.0727183786130119	0.41308522078439	0.378416796265716	0	0	0
PD44895_1	0.389424837237584	0.199300067824487	0.41127509493793	0	0	0	0
PD44895_3	0.367206385509516	0.18418633027579	0.448607284214694	0	0	0	0
PD44895_2	0.356851378784288	0.175641218447986	0.467507402767726	0	0	0	0
PD44896_3	0.179563076846113	0	0.596705220937966	0.223731702215921	0	0	0
PD44896_1	0.126316004013319	0.0883800466182771	0.525103169266558	0.260200780101846	0	0	0
PD44896_2	0.286986828974409	0.126332347974601	0.478195968911792	0.108484854139198	0	0	0
PD44897_1	0.245527954615546	0.204666717754715	0.549805327629739	0	0	0	0
PD44897_2	0.222340934865226	0.095833827416025	0.681825237718748	0	0	0	0
PD44897_3	0.218732693256711	0.240060277857569	0.54120702888572	0	0	0	0
PD44900_1	0.323489204787286	0.222947946863736	0.453562848348977	0	0	0	0
PD44900_2	0.310527406567028	0.143692543758179	0.545780049674793	0	0	0	0
PD44900_3	0.328554169562589	0.162973410100214	0.508472420337197	0	0	0	0
PD44901_1	0.301012166598096	0.105560768419356	0.593427064982548	0	0	0	0
PD44901_2	0.359122426275818	0.179454625514992	0.461422948209189	0	0	0	0
PD44901_3	0.402268904584526	0.154567590835383	0.443163504580091	0	0	0	0
PD44902_3	0.0877625006457672	0.0587513597758196	0.326048167590357	0.527437971988056	0	0	0
PD44902_1	0.293018302376866	0.140953934284522	0.266399150384845	0.299628612953767	0	0	0
PD44902_2	0.173912951596823	0.0771414508950471	0.374046130358755	0.374899467149375	0	0	0
PD44892_1	0.153991278949172	0.0677823687667742	0.31328736350731	0.464938988776744	0	0	0
PD44892_3	0.128382499902362	0	0.432202264918326	0.439415235179312	0	0	0
PD44892_2	0.108500998001665	0.0671899460432834	0.492422662903974	0.331886393051078	0	0	0
PD44899_3	0.396255920724211	0.128851175592224	0.474892903683565	0	0	0	0
PD44899_2	0.404514706573891	0.0758935427927012	0.519591750633408	0	0	0	0
PD44899_1	0.329939680532205	0.150237853348196	0.519822466119599	0	0	0	0
PD44898_3	0.281463948590334	0.197158244924361	0.521377806485304	0	0	0	0
PD44898_1	0.258993848705655	0.193001438223907	0.486684047777809	0.0613206652926299	0	0	0
PD44898_2	0.228382107670576	0.149814592547689	0.52821849427428	0.0935848055074552	0	0	0
PD40734a_lo0017	0.136181519804583	0.100206309664813	0.300592809976527	0	0	0.463019360554077	0
PD42778g_lo0016	0.211369808596129	0.241573208062623	0.547056983341248	0	0	0	0
PD44720g_lo0041	0.212556093333567	0.363396874117572	0.424047032548861	0	0	0	0
PD44720g_lo0042	0.196083146440729	0.0784369192024544	0.725479934356816	0	0	0	0
PD44720g_lo0039	0.274787473980368	0.179268619324451	0.545943906695181	0	0	0	0
PD44720g_lo0040	0.288074918962039	0.137202711444546	0.574722369593415	0	0	0	0
PD44720g_lo0038	0.265784517906514	0.178875076637374	0.555340405456113	0	0	0	0
PD44720g_lo0035	0.555077097907608	0.128713085530248	0.316209816562145	0	0	0	0
PD44720g_lo0045	0.371784471957243	0.245247044217249	0.382968483825508	0	0	0	0
PD44720g_lo0046	0.361867638882344	0.187859583712975	0.450272777404682	0	0	0	0
PD44720g_lo0043	0.258166106934232	0.0660595032503433	0.566403281092104	0.109371108723321	0	0	0
PD44720i_lo0006	0.260292193271926	0.220982069225739	0.294877178056316	0.22384855944602	0	0	0
PD44720c_lo0070	0.501537407388214	0.0592036942661216	0.439258898345665	0	0	0	0
PD44720c_lo0069	0.428051875062118	0	0.355036497507985	0	0	0.216911627429897	0
PD44720c_lo0071	0.412661555891244	0.105847672448536	0.48149077166022	0	0	0	0
PD44720c_lo0033	0.378657789038307	0.0640465770257619	0.557295633935931	0	0	0	0
PD44720c_lo0068	0.292096351544236	0.0632736203034139	0.487047067197491	0.157582960954859	0	0	0
PD44720c_lo0035	0.234418050767088	0.171021546848313	0.594560402384599	0	0	0	0
PD44720c_lo0007	0.295792347422299	0.317057490908672	0.387150161669029	0	0	0	0
HLS_4_control	0.360665189742767	0.19600958890815	0.380729651995797	0.062595569353286	0	0	0
HLS_1_control	0.270840824785566	0.234907735493777	0.40086638964272	0.0933850500779371	0	0	0
HLS_5_control	0.289129426572412	0.0964888262727424	0.532130644979734	0.0822511021751116	0	0	0
HLS_2_control	0.270892971504415	0.185138096477005	0.54396893201858	0	0	0	0
HLS_3_control	0.359419793933468	0.193394920747015	0.306109053185055	0.141076232134462	0	0	0
HLS_6_control	0.273344247071808	0.215072602568756	0.367374670194794	0.144208480164643	0	0	0
PD28690_3_control	0.338635064455626	0.140381193682951	0.520983741861423	0	0	0	0
PD28690_5_control	0.183194343073589	0.234074471402515	0.510331925586128	0.0723992599377671	0	0	0
PD28690_4_control	0.249730610624544	0.111384501362366	0.539436145997944	0.0994487420151462	0	0	0
PD28690_6_control	0.334507068776102	0.0832936683389964	0.582199262884901	0	0	0	0
PD28690_1_control	0.371819358659741	0.0711895523539941	0.556991088986265	0	0	0	0
PD28690_2_control	0.242999415538377	0.226085030228631	0.530915554232992	0	0	0	0
PD28690_11_control	0.2087693708274	0.0712909149935912	0.103014935434324	0.616924778744685	0	0	0
PD34199_21_control	0.398487590156412	0.154888746452384	0.446623663391204	0	0	0	0
PD34199_10_control	0.423979326406839	0.133343258741394	0.442677414851767	0	0	0	0
PD34199_4_control	0.445297688657579	0.0604185653412275	0.494283746001194	0	0	0	0
PD34199_7_control	0.359582032749095	0.196437411957309	0.443980555293596	0	0	0	0
PD34199_5_control	0.472667486770085	0.120974343639845	0.40635816959007	0	0	0	0
PD34199_2_control	0.447218842395491	0.10122340159758	0.451557756006928	0	0	0	0
PD34199_19_control	0.368351329256344	0.143186383293909	0.488462287449747	0	0	0	0
PD34199_9_control	0.373438382207197	0.0982170072876389	0.528344610505164	0	0	0	0
PD34199_17_control	0.248860497396659	0.103396199260588	0.507474517619295	0.140268785723457	0	0	0
PD34199_18_control	0.352511663550757	0.185370411345978	0.462117925103265	0	0	0	0
PD34199_11_control	0.500173095323092	0.11304040668631	0.386786497990598	0	0	0	0
PD34199_8_control	0.407401681404031	0.0677510099676095	0.524847308628359	0	0	0	0
PD34199_6_control	0.396864308683872	0.0768879511146817	0.526247740201446	0	0	0	0
PD34199_13_control	0.472813441590099	0.193708413837292	0.33347814457261	0	0	0	0
PD34199_1_control	0.31378362517601	0.0844535477929536	0.601762827031037	0	0	0	0
PD34199_14_control	0.416056819723205	0.187231353954362	0.396711826322433	0	0	0	0
PD34199_16_control	0.417101760434639	0.173676431170158	0.409221808395203	0	0	0	0
PD34199_3_control	0.304071108643118	0.191859312082338	0.504069579274544	0	0	0	0
PD34199_20_control	0.361835404330618	0.0632145480199214	0.574950047649461	0	0	0	0
PD34199_15_control	0.429738006536022	0.189592975473739	0.380669017990239	0	0	0	0
PD34199_12_control	0.321103996112886	0.174310294061641	0.504585709825473	0	0	0	0
PD34200_17_control	0.279563184092401	0.298454239944975	0.421982575962623	0	0	0	0
PD34200_16_control	0.175584092507867	0.242146758382605	0.429093643820588	0.15317550528894	0	0	0
PD34200_2_control	0.304500405397014	0.23326099906384	0.462238595539146	0	0	0	0
PD34200_9_control	0.387160743642615	0.147470385052354	0.465368871305031	0	0	0	0
PD34200_35_control	0.285608416218823	0.17241286577669	0.541978718004487	0	0	0	0
PD34200_21_control	0.304717836540575	0.249114092152535	0.44616807130689	0	0	0	0
PD34200_12_control	0.341505814041424	0.199667576197823	0.458826609760753	0	0	0	0
PD34200_27_control	0.322247226260211	0.187909656844849	0.48984311689494	0	0	0	0
PD34200_18_control	0.316735676937038	0.149448382375731	0.533815940687231	0	0	0	0
PD34200_36_control	0.251763587880519	0.114226311783242	0.535855853186835	0.0981542471494038	0	0	0
PD34200_13_control	0.347866014544082	0.197597999450097	0.454535986005821	0	0	0	0
PD34200_5_control	0.287454742807129	0.20052468546344	0.512020571729431	0	0	0	0
PD34200_3_control	0.430222853251015	0.213246296932417	0.356530849816568	0	0	0	0
PD34200_4_control	0.456254526845282	0.203522453476597	0.340223019678122	0	0	0	0
PD34200_26_control	0.265117164918974	0.171023782558355	0.446951100086735	0.116907952435935	0	0	0
PD34200_28_control	0.399372726199597	0.0963204902672707	0.504306783533132	0	0	0	0
PD34200_31_control	0.221686910930664	0.149957818539047	0.427604792907739	0.20075047762255	0	0	0
PD34200_11_control	0.363060221424107	0.177554904434947	0.459384874140946	0	0	0	0
PD34200_22_control	0.107336205228027	0.189699387045273	0.451203864383303	0	0	0	0.251760543343397
PD34200_41_control	0.242649513732392	0.160686653350265	0.596663832917343	0	0	0	0
PD34200_1_control	0.235159461529517	0.255768871117365	0.369061365392654	0.140010301960463	0	0	0
PD34200_80_control	0.247797512809043	0.244121816226312	0.508080670964645	0	0	0	0
PD34200_32_control	0.256327427962567	0.287577381914924	0.456095190122508	0	0	0	0
PD34200_8_control	0.333218757961743	0.157396730748381	0.509384511289876	0	0	0	0
PD34200_29_control	0.303637163253654	0.188781931843202	0.507580904903143	0	0	0	0
PD34200_19_control	0.251418772331551	0.181570932776857	0.567010294891591	0	0	0	0
PD34200_10_control	0.315964405439763	0.064026620386777	0.62000897417346	0	0	0	0
PD34200_39_control	0.222827649415811	0.056754055631739	0.5675047017676	0.15291359318485	0	0	0
PD34200_20_control	0.316701504961307	0.2382453600506	0.445053134988093	0	0	0	0
PD34200_25_control	0.287549078479626	0.105852570004691	0.47209907007795	0.134499281437733	0	0	0
PD34200_30_control	0.214646743045505	0.210524242571641	0.574829014382854	0	0	0	0
PD34200_43_control	0.175091961832652	0.229011030694267	0.322743267793231	0.27315373967985	0	0	0
PD34200_24_control	0.268656115463251	0.202915501416118	0.528428383120631	0	0	0	0
PD34200_40_control	0.312135087428245	0.116932352687121	0.570932559884634	0	0	0	0
PD34200_66_control	0.42393874566182	0.214826800215476	0.361234454122703	0	0	0	0
PD34200_61_control	0.280305725557525	0.190067094368354	0.529627180074121	0	0	0	0
PD34200_37_control	0.150277158587228	0.108275876907377	0.662062052596098	0.0793849119092964	0	0	0
PD34200_44_control	0.323055544653198	0.141623363954935	0.535321091391867	0	0	0	0
PD34200_23_control	0.266508791367718	0	0.733491208632282	0	0	0	0
PD34200_59_control	0.243272273897918	0.177027575388364	0.579700150713718	0	0	0	0
